Study_ID,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,PUBLICATION_TYPE
2732,"Kurup, G. U. and Kumar, A.,",TIME BUDGET AND ACTIVITY PATTERNS OF THE LION-TAILED MACAQUE (MACACA-SILENUS),International Journal Of Primatology,1993,14,1,27-39,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/BF02196501,Article
2733,"Hawley, V.D., and F.E. Newby.",Marten home ranges and population fluctuations.,Journal Of Mammalogy,1957,38,2,174--184,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence~…",NA,NA,NA,Article
2734,Hungerford et al.,"Population studies of the desert cottontail (Sylvilagus auduboni), black-tailed jackrabbit (Lepus californicus) and Allen’s jackrabbit (Lepus alleni) in the Sonoran Desert.",Reports Of 1973 Progress,1974,3,Research Memorandum 74-23,NA,"US International Biological Program, Desert Biome, Utah State University~…",NA,NA,NA,Article
2735,"Rudnai, J. A.",The Social Life of the Lion.,NA,1973,NA,NA,NA,Medical and Technical Publishing Company,NA,NA,NA,Book
2736,"Kikkawa, J.","Movement, activity and distribution of the small rodents Clethrionomys glareolus and Apodemus sylvaticus in woodland.",Journal Of Animal Ecology,1964,33,2,259-299,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0021-8790,10.2307/2631,Article
2737,"van Roosmalen, M. G. M.","Habitat preferences, diet, feeding behavior, and social organization of the black spider monkey, Ateles paniscus paniscus in Surinam.",Acta Amazonica,1980,15,NA,7--238,SciELO Brasil,NA,NA,NA,Article
2738,"Symington, M. M.","Demography, ranging patterns, and activity budgets of black spider monkeys (Ateles paniscus chamek) in the Manu National Park, Peru.",American Journal Of Primatology,1988,15,1,45-67,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.1350150106,Article
2739,"Strier, K. B.",Ranging behavior of woolly spider monkeys.,INTERNATIONAL JOURNAL OF PRIMATOLOGY,1987,8,6,575-591,PLENUM PUBL CORP,"233 SPRING ST, NEW YORK, NY 10013",0164-0291,10.1007/BF02735778,Article
2740,"Mech, L. D.  and L. D. Frenzel, Jr.",Ecological studies of the timber wolf in northeastern Minnesota.,"Research Paper Nc-52. St. Paul, Mn: Us Dept. Of Agriculture, Forest Service, North Central Forest Experiment Station",1971,52,NA,NA,NA,NA,NA,NA,Article
2741,"Kolenosky, G. B. and D. H. Johnston.",Radio-tracking timber wolves in Ontario.,American Zoologist,1967,7,2,289+,SOC INTEGRATIVE COMPARATIVE BIOLOGY,"1313 DOLLEY MADISON BLVD, NO 402, MCLEAN, VA 22101 USA",0003-1569,NA,Article
2742,Maly et al.,Effects of resource partitioning on dispersal behavior of feral house mice.,Journal Of Mammalogy,1985,66,1,148-153,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1380971,Note
2743,"Koike, S., and T. Hazumi.","Notes on Asiatic black bears denning habits in the Misaka Mountains, central Japan.",Ursus,2008,19,1,80-84,INT ASSOC BEAR RESEARCH \& MANAGEMENT-IBA,"UNIV, TENNESSEE, 274 ELLINGTON HALL, KNOXVILLE, TN 379996 USA",1537-6176,10.2192/1537-6176(2008)19[80:NOABBD]2.0.CO;2,Article
2744,Robley et al.,Movements and habitat selection by wild dogs in eastern Victoria,Australian Mammalogy,2010,32,1,23--32,CSIRO Publishing,NA,NA,NA,Article
2745,"Thomson, PC","The behavioural ecology of dingoes in north-western Australia. IV. Social and spatial organisation, and movements",Wildlife Research,1992,19,5,543--563,CSIRO Publishing,NA,NA,NA,Article
2746,"Gordon, G.",Movements and activity of the short-nosed bandicoot (Isoodon macrourus) Gould (Marsupialia).,Isoodon Macrourus,1974,NA,NA,NA,NA,NA,NA,NA,Article
2747,"Blair, W. F.","Some data on the home ranges and general life history of the short-tailed shrew, red-backed vole, and woodland jumping mouse in northern Michigan.",American Midland Naturalist,1941,NA,NA,681--685,JSTOR,NA,NA,NA,Article
2748,"Rautenstrauch, K. R., and P. R. Krausman.",Influence of water availability on movements of desert mule deer.,Journal Of Mammalogy,1989,70,1,197--201,JSTOR,NA,NA,NA,Article
2749,"Stuewer, F. W.",Raccoons: their habits and management in Michigan,Ecological Monographs,1943,13,2,203--257,JSTOR,NA,NA,NA,Article
2750,"Duplantier, J.M.","Les Rongeurs Myomorphesforestiers du nord-est du Gabon: peuplement, utilisation de l'espace et des rnsources alimentaires, rôle dans la dispersion et la régénération des graines.",NA,1982,NA,NA,NA,NA,NA,NA,NA,PhDThesis
2751,"Dubost, G.","L'écologie et la vie sociale du Céphalophe bleu (Cephalophus monticola Thunberg), petit ruminant forestier africain.",Zeitschrift Fur Tierpsychologie,1980,54,3,205--266,Wiley Online Library,NA,NA,NA,Article
2752,"Galdikas, B.M. F.","Orangutan diet, range, and activity at Tanjung Puting, Central Borneo",International Journal Of Primatology,1988,9,1,Jan/35,PLENUM PUBL CORP,"233 SPRING ST, NEW YORK, NY 10013",0164-0291,10.1007/BF02740195,Article
2753,"Kawamichi, T.","Factors affecting size of home range and territory in pikas, Ochotona princeps.",Japanese Journal Of Ecology,1982,32,1,21--27,The Ecological Society of Japan,NA,NA,NA,Article
2754,"Izumiyama, S. and T. Shiraishi.",Seasonal changes in elevation and habitat use of the Asiatic black bear (Ursus thibetanus) in the Northern Japan Alps.,Mammal Study,2004,29,1,1--8,THE MAMMAL SOCIETY OF JAPAN,NA,NA,NA,Article
2755,Parker et al.,The ecology of the lynx (Lynx canadensis) on Cape Breton Island.,CANADIAN JOURNAL OF ZOOLOGY,1983,61,4,770-786,"CANADIAN SCIENCE PUBLISHING, NRC RESEARCH PRESS","65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/z83-102,Article
2756,"Brainerd, S. M.",Reproductive ecology of bobcats and lynx in western Montana.,NA,1985,NA,NA,NA,NA,NA,NA,NA,PhDThesis
2757,"Stephenson, R. O.",Development of lynx population estimation techniques.,NA,1986,NA,NA,NA,NA,NA,NA,http://www.adfg.alaska.gov/static/home/library/pdfs/wildlife/federal_aid/86_lyn_tech_stephenson.pdf,Book
2758,"Whitman, JS and Ballard, WB",Wolverine.,"Volume VII. Alaska Department of Fish and Game Susitna Hydroelectric Project 1983 Annual Report, Document",1984,2326,NA,NA,NA,NA,NA,NA,Article
2759,"Fairall, N.",A radio tracking study of young translocated elephants.,NA,1980,NA,NA,673--678,Elsevier,NA,NA,NA,Book
2760,"Leuthold, W. & Sale, J.B.",Movements and patterns of habitat utilization of elephants in Tsavo National Park.,African Journal Of Ecology,1973,11,03/Apr,369--384,Wiley Online Library,NA,NA,NA,Article
2761,Tchamba et al.,Application of VHF radio and satellite telemetry techniques on elephants in northern Cameroon.,African Journal Of Ecology,1995,33,4,335-346,BLACKWELL SCIENCE LTD,"OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0EL",0141-6707,10.1111/j.1365-2028.1995.tb01043.x,Article
2762,Phillips et al.,Moose movement patterns and range use in northwestern Minnesota.,Journal Of Wildlife Management,1973,37,3,266-278,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3800117,Article
2763,"Smith, T. R.",Ecology of black bears in a bottomland hardwood forest in Arkansas.,NA,1985,NA,NA,NA,NA,NA,NA,NA,Article
2764,Kruuk H. & Parish T.,"Factors affecting population density, group size and territory size of the European badger Meles meles.",Journal of Zoology,1982,196,1,31--39,Wiley Online Library,NA,NA,NA,Article
