Study_ID,Species,subspecies,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,type
6661,Myodes glareolus,NA,"Boratynski, Z; Szyrmer, M; Koteja, P",The metabolic performance predicts home range size of bank voles: a support for the behavioral-bioenergetics theory,Oecologia,2020,193,3,547-556,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0029-8549,10.1007/s00442-020-04704-x,Article
6693,Apodemus sylvaticus,NA,"Wolton, R. J.","The ranging and nesting behaviour of wood mice, Apodemus sylvaticus (Rodentia: Muridae), as revealed by radio-tracking Journal of Zoology 206:203-224.",Journal Of Zoology,1985,206,JUN,203-224,OXFORD UNIV PRESS,"WALTON ST JOURNALS DEPT, OXFORD, ENGLAND OX2 6DP",0952-8369,10.1111/j.1469-7998.1985.tb05645.x,Article
6712,Avahi occidentalis,NA,"Ramanankirahina, R; Joly, M; Scheumann, M; Zimmermann, E","The role of acoustic signaling for spacing and group coordination in a nocturnal, pair-living primate, the western woolly lemur (Avahi occidentalis)",American Journal Of Physical Anthropology,2016,159,3,466-477,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0002-9483,10.1002/ajpa.22898,Article
6720,Puma concolor,NA,"Allen, ML; Wittmer, HU; Houghtaling, P; Smith, J; Elbroch, LM; Wilmers, CC",The Role of Scent Marking in Mate Selection by Female Pumas (Puma concolor),Plos One,2015,10,10,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0139087,Article
6746,Meles anakuma,NA,"Kaneko, Y; Kanda, E; Tashima, S; Masuda, R; Newman, C; Macdonald, DW",The socio-spatial dynamics of the Japanese badger (Meles anakuma),Journal Of Mammalogy,2014,95,2,290-300,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/12-MAMM-A-158,Article
6749,Papio ursinus,NA,"Hoffman, TS; O'Riain, MJ",The Spatial Ecology of Chacma Baboons (Papio ursinus) in a Human-modified Environment,International Journal Of Primatology,2011,32,2,308-328,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-010-9467-6,Article
6753,Petrodromus tetradactylus,NA,"Oxenham, KH; Perrin, MR","The spatial organization of the four-toed elephant-shrew (Petrodromus tetradactylus) in Tembe Elephant Park, KwaZulu-Natal, South Africa",African Zoology,2009,44,2,171--180,NISC (Pty) Ltd,NA,NA,10.3377/004.044.0205,Article
6788,Proteles cristata,NA,"Skinner, J. D., and R. J. van Aarde.",The use of space by the Aardwolf Proteles cristatus Journal of Zoology 209:299-301.,Journal Of Zoology,1986,209,2,299-301,OXFORD UNIV PRESS UNITED KINGDOM,"WALTON ST JOURNALS DEPT, OXFORD, ENGLAND OX2 6DP",0952-8369,10.1111/j.1469-7998.1986.tb03591.x,Note
6825,Sciurus vulgaris,NA,"Mazzamuto, MV; Merrick, MJ; Bisi, F; Koprowski, JL; Wauters, L; Martinoli, A",Timing of Resource Availability Drives Divergent Social Systems and Home Range Dynamics in Ecologically Similar Tree Squirrels,Frontiers In Ecology And Evolution,2020,8,NA,NA,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",2296-701X,10.3389/fevo.2020.00174,Article
6835,Sus scrofa,NA,"Peris, A; Closa, F; Marco, I; Acevedo, P; Barasona, JA; Casas-Diaz, E",Towards the comparison of home range estimators obtained from contrasting tracking regimes: the wild boar as a case study,European Journal Of Wildlife Research,2020,66,2,NA,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",1612-4642,10.1007/s10344-020-1370-7,Article
6854,Alouatta seniculus,NA,"Richard-Hansen, C; Vie, JC; de Thoisy, B",Translocation of red howler monkeys (Alouatta seniculus) in French Guiana,Biological Conservation,2000,93,2,247-253,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0006-3207,10.1016/S0006-3207(99)00136-6,Article
6866,Phascolarctos cinereus,NA,"Ellis, WAH; Melzer, A; Carrick, FN; Hasegawa, M","Tree use, diet and home range of the koala (Phascolarctos cinereus) at Blair Athol, central Queensland",Wildlife Research,2002,29,3,303-311,C S I R O PUBLISHING,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR00111,Article
6884,Capreolus capreolus,NA,"Lamberti, P; Mauri, L; Apollonio, M",Two distinct patterns of spatial behaviour of female roe deer (Capreolus capreolus) in a mountainous habitat,Ethology Ecology \& Evolution,2004,16,1,41-53,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",0394-9370,10.1080/08927014.2004.9522653,Article
6892,Trichosurus vulpecula,NA,"Adams, AL; Recio, MR; Robertson, BC; Dickinson, KJM; van Heezik, Y",Understanding home range behaviour and resource selection of invasive common brushtail possums (Trichosurus vulpecula) in urban environments,Biological Invasions,2014,16,9,1791-1804,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",1387-3547,10.1007/s10530-013-0627-4,Article
6900,Ursus americanus,NA,"Lewis, T; Roffler, G; Crupi, A; Maraj, R; Barten, N",Unraveling the mystery of the glacier bear: Genetic population structure of black bears (Ursus americanus) within the range of a rare pelage type,Ecology And Evolution,2020,10,14,7654-7668,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2045-7758,10.1002/ece3.6490,Article
6947,Lutra lutra,NA,"Ruiz-Olmo, J; Margalida, A; Batet, A",Use of small rich patches by Eurasian otter (Lutra lutra L.) females and cubs during the pre-dispersal period,Journal Of Zoology,2005,265,4,339-346,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1017/S0952836905006424,Article
6951,Microtus pennsylvanicus,NA,"Bowers, MA; Gregario, K; Brame, CJ; Matter, SF; Dooley, JL","Use of space and habitats by meadow voles at the home range, patch and landscape scales",Oecologia,1996,105,1,107-115,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0029-8549,10.1007/BF00328798,Article
6957,Necromys lasiurus,NA,"Pires, AD; Fernandez, FAD; Feliciano, BR; de Freitas, D","Use of space by Necromys lasiurus (Rodentia, Sigmodontinae) in a grassland among Atlantic Forest fragments",Mammalian Biology,2010,75,3,270-276,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",1616-5047,10.1016/j.mambio.2009.04.002,Article
6958,Didelphis albiventris,NA,"de Almeida, AJ; Torquetti, CG; Talamoni, SA",Use of space by neotropical marsupial Didelphis albiventris (Didelphimorphia : Didelphidae) in an urban forest fragment,Revista Brasileira De Zoologia,2008,25,2,214-219,"SOC BRASILEIRA ZOOLOGIA, UNIV FEDERAL PARANA","CAIXA POSTAL 19020, CURITIBA, PARANA 81531-980, BRAZIL",0101-8175,10.1590/S0101-81752008000200008,Article
6959,Gracilinanus agilis,NA,"Cruz, AO; Mendonca, AF; Bocchiglieri, A",Use of space by small mammals in a semiarid area in northeastern Brazil,Animal Biology,2017,67,2,105-117,BRILL ACADEMIC PUBLISHERS,"PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS",1570-7555,10.1163/15707563-00002524,Article
6960,Lepus europaeus,NA,"Stott, P",Use of space by sympatric European hares (Lepus europaeus) and European rabbits (Oryctolagus cuniculus) in Australia,Mammalian Biology,2003,68,5,317-327,URBAN \& FISCHER VERLAG,"BRANCH OFFICE JENA, P O BOX 100537, D-07705 JENA, GERMANY",1616-5047,10.1078/1616-5047-00099,Article
6971,Paraxerus palliatus,ornatus,"Viljoen, S.",Use of Space in Southern African Tree Squirrels Mammalia 50:293-309.,Mammalia,1986,50,3,293-309,MUSEUM NAT HIST NATURELLE,"55 RUE DE BUFFON, 75005 PARIS, FRANCE",0025-1461,10.1515/mamm.1986.50.3.293,Article
6982,Canis latrans,NA,"Grubbs, SE; Krausman, PR",USE OF URBAN LANDSCAPE BY COYOTES,Southwestern Naturalist,2009,54,1,01/Dec,SOUTHWESTERN ASSOC NATURALISTS,"SOUTHWEST TEXAS STATE UNIV, DEPT BIOLOGY, 601 UNIVERSITY DR, SAN MARCOS",0038-4909,10.1894/MLK-05.1,Article
Add1,Lepilemur leucopus,NA,"Charles-Dominique, P. & Hladik, C. M.","Le Lepilemur du sud de Madagascar: Ecologie, alimentation et vie sociale","Revue D'ecologie, Terre Et Vie",1971,NA,1,3--66,NA,NA,NA,NA,Article
Add10,Leontopithecus chrysopygus,NA,Valladares-Padua CB.,"The ecology, behavior and conservation of the black lion tamarins (Leontopithecus chrysopygus, Mikan, 1823)",NA,1993,NA,NA,NA,NA,NA,NA,NA,PhDThesis
Add100,Odocoileus virginianus,NA,"Hood, R. E., AND J. M. Inglis.",Behavioral responses of white-tailed deer to intensive ranching operations,Journal Of Wildlife Management,1974,38,3,488-498,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3800880,Article
Add101,Odocoileus virginianus,NA,Dorrance et al.,Effects of snowmobiles on white-tailed deer.,Journal Of Wildlife Management,1975,39,3,563-569,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3800399,Article
Add102,Odocoileus virginianus,NA,"VerCauteren, K. C.",Home range and movement characteristics of female white-tailed deer at DeSoto National Wildlife Refuge.,NA,1993,NA,NA,NA,NA,NA,NA,NA,Article
Add103,Vulpes velox,NA,"Zimmerman, A. L.",Reestablishment of swift fox in northcentral Montana.,NA,1998,NA,NA,NA,NA,NA,NA,NA,PhDThesis
Add104,Canis lupus,familiaris,"Dürr S, Ward MP.",Roaming behaviour and home range estimation of domestic dogs in Aboriginal and Torres Strait Islander communities in northern Australia using four different methods.,Preventive Veterinary Medicine,2014,117,"2, SI",340-357,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-5877,10.1016/j.prevetmed.2014.07.008,Article
Add105,Cercocebus galeritus,galeritus,Kinnaird MF.,Behavioral and demographic responses to habitat change by the Tana River crested mangabey (Cercocebus galeritus galeritus).,NA,1990,NA,NA,NA,NA,NA,NA,NA,PhDThesis
Add106,Odocoileus virginianus,NA,"Ozoga, J.J. and Verme, L.J.,",Relation of maternal age to fawn-rearing success in white-tailed deer.,Journal Of Wildlife Management,1986,50,3,480-486,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3801110,Article
Add107,Odocoileus virginianus,NA,"Vogel, W.O.,",Response of deer to density and distribution of housing in Montana.,Wildlife Society Bulletin,1989,17,4,406-413,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0091-7648,NA,Article
Add108,Ursus arctos,NA,"Graham, K., and G. B. Stenhouse.","Home range, movements, and denning chronology of the grizzly bear (Ursus arctos) in west-central Alberta.",The Canadian Field-Naturalist,2014,128,3,223--234,NA,NA,NA,NA,Article
Add109,Bison bonasus,NA,Krasinska et al.,Strategy of habitat utilization by European bison in the Bialowieza Forest.,Acta Theriologica,1987,32,Nov/20,147-202,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0001-7051,10.4098/AT.arch.87-14,Article
Add11,Microtus pennsylvanicus,pennsylvanicus,"Hayne, D. W.",Apparent home range of Microtus in relation to distance between traps,Journal Of Mammalogy,1950,31,1,26-39,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1375472,Article
Add110,Bison bison,NA,Lott D. F. and Minta S. C.,Random individual association and social group instability in American bison (Bison bison).,Zeitschrift Fur Tierpsychologie-Journal Of Comparative Ethology,1983,61,2,153-172,VERLAG PAUL PAREY,"SPITALERST. 12, D-2000 HAMBURG 1, GERMANY",0044-3573,NA,Article
Add111,Lepus europaeus,NA,"Misiorowska M, Wasilewski M.",Spatial organisation and mortality of released hares - preliminary results,NA,2008,45,4,286--290,NA,NA,NA,NA,Book
Add112,Bison bonasus,NA,"Perzanowski K, Januszczak M",A dispersal rate in a wisent population of Bieszczady Mountains.,European Bison Conservation Newsletter,2010,3,NA,45--52,NA,NA,NA,NA,Article
Add113,Lycalopex vetulus,NA,Courtenay et al.,First observations on South America’s largely insectivorous canid: the hoary fox (Pseudalopex vetulus).,Journal Of Zoology,2006,268,1,45--54,Wiley Online Library,NA,NA,NA,Article
Add114,Cynictis penicillata,NA,Mbatyoti O.A.,Spatio-temporal Ecology of the Yellow Mongoose Cynictis Penicillata in the Great Fish River Reserve.,NA,2012,NA,NA,NA,NA,NA,NA,NA,PhDThesis
Add115,Cercopithecus ascanius,schmidti,"Galat-Luong, A.",Notes préliminaires sur l'écologie de Cercopithecus Ascanius schmidti dans les environs de Bangui (R.C.A.).,"Revue D'ecologie, Terre Et Vie",1975,NA,2,288--297,NA,NA,NA,NA,Article
Add116,Cercopithecus ascanius,schmidti,"Sheppard, D. J.",Ecology of the Budongo Forest Redtail: Patterns of habitat use and population density in primary and regenerating Forest sites.,NA,2000,NA,NA,NA,University of Calgary,NA,NA,NA,Article
Add117,Cercopithecus ascanius,NA,Rode et al.,Nutritional correlates of population density across habitats and logging intensities in redtail monkeys (Cercopithecus ascanius).,Biotropica,2006,38,5,625-634,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0006-3606,10.1111/j.1744-7429.2006.00183.x,Article
Add118,Cercopithecus ascanius,NA,"Windfelder, T. L., & Lwanga, J. S.","Group fission in red-tailed monkeys (Cercopithecus ascanius) in Kibale National Park, Uganda.",NA,2002,NA,NA,147--159,Springer,NA,NA,NA,Book
Add119,Alouatta seniculus,NA,"Sekulic, R.",Daily and seasonal pattern of roaring and spacing in four red howler Alouatta seniculus troops.,Folia Primatologica,1982,39,01/Feb,22--48,Karger Publishers,NA,NA,NA,Article
Add12,Sus scrofa,NA,"Wyckoff, A. C., et al.",Movement and habitat use of feral swine near domestic swine facilities,Wildlife Society Bulletin,2012,36,1,130--138,Wiley Online Library,NA,NA,NA,Article
Add120,Alouatta seniculus,NA,"Gaulin, S. J. C., and Gaulin, C. K.",Behavioral ecology of Alouatta seniculus in Andean cloud forest.,"Ph. D. Thesis, Harvard University",1982,NA,NA,NA,NA,NA,NA,NA,Article
Add121,Alouatta palliata,NA,"Stoner, K. E.",Habitat selection and seasonal patterns of activity and foraging of mantled howling monkeys (Alouatta palliata) in northeastern Costa Rica.,International Journal Of Primatology,1996,17,1,Jan/30,PLENUM PUBL CORP,"233 SPRING ST, NEW YORK, NY 10013",0164-0291,10.1007/BF02696156,Article
Add122,Alouatta palliata,NA,"Estrada, A.","Resource use by howler monkeys (Alouatta palliata) in the rain forest of Los Tuxtlas, Veracruz, Mexico.",INTERNATIONAL JOURNAL OF PRIMATOLOGY,1984,5,2,105-131,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/BF02735736,Article
Add123,Ateles geoffroyi,NA,"Chapman, C. A.",Pattern foraging and range use by three species of neotropical primates.,Primates,1988,29,2,177--194,Springer,NA,NA,NA,Article
Add124,Leontocebus fuscicollis,avilapiresi,"Peres, C.A",Ecology of mixed species groups of tamarins in Amazonian terra firme forests.,NA,1991,NA,NA,NA,University of Cambridge,NA,NA,NA,PhDThesis
Add125,Felis catus,NA,Barratt DG.,"Home range size, habitat utilization and movement patterns of suburban and farm cats Felis catus.",Ecography,1997,20,3,271-280,MUNKSGAARD INT PUBL LTD,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",0906-7590,10.1111/j.1600-0587.1997.tb00371.x,Article
Add126,Felis catus,NA,"Turner DC, Mertens C.","Home range size, overlap and exploitation in domestic farm cats (Felis catus).",Behaviour,1986,99,01/Feb,22-45,E J BRILL,"PO BOX 9000, 2300 PA LEIDEN, NETHERLANDS",0005-7959,10.1163/156853986X00397,Article
Add127,Felis catus,NA,"Tennent J, Downs CT.",Abundance and home ranges of feral cats in an urban conservancy where there is supplemental feeding: a case study from South Africa.,African Zoology,2008,43,2,218-229,ZOOLOGICAL SOC SOUTHERN AFRICA,"AFRICAN ZOOLOGY CIRCULATION OFFICE, UNIV KWAZULU-NATAL, SCHOOL BIOL \&",1562-7020,10.3377/1562-7020-43.2.218,Article
Add128,Felis catus,NA,Warner RE.,Demography and movements of free-ranging domestic cats in rural Illinois.,Journal Of Wildlife Management,1985,49,2,340-346,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3801527,Article
Add129,Felis catus,NA,Horn et al.,"Home range, habitat use, and activity patterns of free-roaming domestic cats.",Journal Of Wildlife Management,2011,75,5,1177-1185,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.1002/jwmg.145,Article
Add13,Sus scrofa,NA,"Adkins, R. N., and L. A. Harveson.","Demographic and spatial characteristics of feral hogs in the Chihuahuan Desert, Texas",Human-Wildlife Conflicts,2007,1,2,152--160,JSTOR,NA,NA,NA,Article
Add130,Felis catus,NA,Gehrt et al.,Population ecology of free-roaming cats and interference competition by coyotes in urban parks.,Plos One,2013,8,9,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0075718,Article
Add131,Sciurus carolinensis,NA,Lawton C,"Grey squirrel, Sciurus carolinensis, ecology in managed broadleaved woodland.",NA,1999,NA,NA,NA,NA,NA,NA,NA,PhDThesis
Add132,Sciurus carolinensis,NA,"Tounzen MR, Epperson D, Taulman JF",Home range and habitat selection of eastern gray squirrels (Sciurus carolinensis) in a small urban hardwood forest.,Transactions Of The Kansas Academy Of Science,2012,NA,NA,89--101,JSTOR,NA,NA,NA,Article
Add133,Colobus guereza,NA,"Marler, P.",Vocalizations of East African monkeys. II. Black and white colobus.,Behaviour,1972,42,03/Apr,175--197,Brill,NA,NA,NA,Article
Add134,Varecia rubra,NA,"Rigamonti, M. M.","Home range and diet in red ruffed lemurs (Varecia variegata rubra) on the Masoala peninsula, Madagascar.",NA,1993,NA,NA,25--39,Springer,NA,NA,NA,Book
Add135,Microtus agrestis,NA,Godfrey G. K.,Tracing field voles (Microtus agrestis) with a Geiger-Müller counter.,Ecology,1954,35,1,05/Oct,ECOLOGICAL SOC AMER,"2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",0012-9658,10.2307/1931396,Article
Add136,Microtus agrestis,NA,Agrell J.,A shift in female social organization independent of relatedness: an experimental study on the field vole (Microtus agrestis).,Behavioral Ecology,1995,6,2,182--191,Oxford University Press,NA,NA,NA,Article
Add137,Microtus agrestis,NA,Borowski Z. and Owadowska E.,Spatial response of the field (Microtus agrestis) and bank (Clethrionomys glareolus) voles to weasel (Mustela nivalis) odour in natural habitat.,NA,2001,NA,NA,289--293,Springer,NA,NA,NA,Book
Add138,Myocastor coypus,NA,"Gosling, L.M., and S.J. Baker.",Demographic consequences of differences in the ranging behaviour of male and female Coypu.,Mammals As Pests,1989,NA,NA,155,Springer Science \& Business Media,NA,NA,NA,Article
Add139,Martes americana,NA,"M.K. Brown N.Y. Dep. Environ. Conserv., unpubl. Data) in Buskirk, S. W. & L. L. McDonald,",Analysis of variability in home-range size of the American marten.,Journal Of Wildlife Management,1989,53,4,997-1004,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3809601,Article
Add14,Sus scrofa,NA,"Mersinger, R. C., and N. J. Silvy.","Range size, habitat use, and dial activity of feral hogs on reclaimed surface-mined lands in east Texas",Human-Wildlife Conflicts,2007,1,2,161--167,JSTOR,NA,NA,NA,Article
Add140,Felis catus,NA,Edwards et al.,Home range and movements of male feral cats (Felis catus) in a semiarid woodland environment in central Australia.,Austral Ecology,2001,26,1,93-101,BLACKWELL SCIENCE ASIA,"54 UNIVERSITY ST, P O BOX 378, CARLTON, VICTORIA 3053, AUSTRALIA",1442-9985,10.1046/j.1442-9993.2001.01091.x,Article
Add141,Equus ferus,caballus,"Salter, R.E., Hudson, R.J.,",Social organization of feral horses in western Canada.,Applied Animal Ethology,1982,8,3,207--223,Elsevier,NA,NA,NA,Article
Add142,Equus ferus,caballus,Linklater et al.,Social and spatial structure and range use by Kaimanawa wild horses (Equus caballus: Equidae).,New Zealand Journal Of Ecology,2000,24,2,139-152,NEW ZEALAND ECOL SOC,"PO BOX 25178, CHRISTCHURCH, NEW ZEALAND",0110-6465,NA,Article
Add143,Equus ferus,caballus,"Feist, J., McCullough, D.",Behaviour patterns and communication in feral horses.,APPLIED ANIMAL BEHAVIOUR SCIENCE,1998,60,2,125-169,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",NA,NA,Article
Add144,Equus ferus,caballus,"Berger, J.",Organizational systems and dominance in feral horses in the Grand Canyon.,Behavioral Ecology And Sociobiology,1977,NA,NA,131--146,JSTOR,NA,NA,NA,Article
Add145,Equus ferus,caballus,"Miller, R.",Seasonal movements and home ranges of feral horse bands in Wyoming's Red Desert.,Journal Of Range Management,1983,36,2,199-201,SOC RANGE MANAGEMENT,"1839 YORK ST, DENVER, CO 80206",0022-409X,10.2307/3898162,Article
